"DeletionTimestamp","ObjectId","ObjectType","Description","DirSyncEnabled","DisplayName","LastDirSyncTime","Mail","MailEnabled","MailNickName","OnPremisesSecurityIdentifier","ProvisioningErrors","ProxyAddresses","SecurityEnabled"
,"e28048fe-b867-4bd7-8b38-6996be96f99e","Group","Brokers",,"Brokers",,"Brokers@cbww.com","True","Brokers",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"cb11e7a9-8fc6-4077-a78d-93084c220ae5","Group",,,"Bearden Admin",,"beardenadmin@cbww.com","True","beardenadmin",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"b61a73da-0934-4172-9f7a-5805dccbf9b4","Group","CBW-Mig",,"CBW-Mig",,"cbw-mig@cbww.com","True","cbw-mig",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","True"
,"69c489d3-3b61-41d8-8559-4cc41411ee48","Group","Broker and Administrative Staff for Farragut Office",,"Fabulous Farragut Staff",,"FabulousFarragutStaff@cbww.com","True","FabulousFarragutStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f69bbc4c-ee68-4b66-bb43-47421dbbf4d8","Group","Brokers Only",,"Brokers Only",,"brokersonly@cbww.com","True","brokersonly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"bd9e876e-0884-4391-9510-32d9484d7dc1","Group","Agent Attraction Team 2020",,"Agent Attraction Team 2020",,"AgentAttractionTeam2020@cbww.com","True","AgentAttractionTeam2020",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"1c61cfbf-b250-4d59-be81-a8202a6445f9","Group","This team is for those of us who gather on Tuesdays.",,"Managers Only",,"ManagersOnly@cbww.com","True","ManagersOnly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"9c15d27a-c67d-4836-b588-0f5020678736","Group","Onboarding Brokers & Staff",,"Onboarding Brokers & Staff",,"OnboardingBrokersStaff@cbww.com","True","OnboardingBrokersStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"cb11e7a9-8fc6-4077-a78d-93084c220ae5","Group",,,"Bearden Admin",,"beardenadmin@cbww.com","True","beardenadmin",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"529442c1-b042-4f5d-9326-08a5a6f1cc8d","Group","Floor Duty",,"Floor Duty",,"FloorDuty@cbww.com","True","FloorDuty",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f69bbc4c-ee68-4b66-bb43-47421dbbf4d8","Group","Brokers Only",,"Brokers Only",,"brokersonly@cbww.com","True","brokersonly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"8b20ab01-388d-40fe-b7ed-f795710ec7e4","Group","A group created for the agents at the Bearden office to be able to communicate remotely!",,"CBW Bearden Agents",,"CBWBeardenAgents@cbww.com","True","CBWBeardenAgents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"1c61cfbf-b250-4d59-be81-a8202a6445f9","Group","This team is for those of us who gather on Tuesdays.",,"Managers Only",,"ManagersOnly@cbww.com","True","ManagersOnly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e28048fe-b867-4bd7-8b38-6996be96f99e","Group","Brokers",,"Brokers",,"Brokers@cbww.com","True","Brokers",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"9c15d27a-c67d-4836-b588-0f5020678736","Group","Onboarding Brokers & Staff",,"Onboarding Brokers & Staff",,"OnboardingBrokersStaff@cbww.com","True","OnboardingBrokersStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"211338cb-620e-4805-8ea7-752fb3e47da9","Group","WT Staff",,"WT Staff",,"WTStaff@cbww.com","True","WTStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"cb11e7a9-8fc6-4077-a78d-93084c220ae5","Group",,,"Bearden Admin",,"beardenadmin@cbww.com","True","beardenadmin",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"088672f4-ec2d-4fd6-a328-d049bc94961b","Group","Staff Notification for Agent Changes",,"Staff Notification for Agent Changes",,"StaffNotificationforAgentChanges@cbww.com","True","StaffNotificationforAgentChanges",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e36b7cd5-d199-451c-9eff-8b484188ef6c","Group","Sign ordering Instructions",,"Sign ordering Instructions",,"SignorderingInstructions@cbww.com","True","SignorderingInstructions",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"211338cb-620e-4805-8ea7-752fb3e47da9","Group","WT Staff",,"WT Staff",,"WTStaff@cbww.com","True","WTStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f69bbc4c-ee68-4b66-bb43-47421dbbf4d8","Group","Brokers Only",,"Brokers Only",,"brokersonly@cbww.com","True","brokersonly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"88926010-bcf5-4d30-8e19-b4415273fb1a","Group","Parkwest Team",,"Parkwest Team",,"ParkwestTeam@cbww.com","True","ParkwestTeam",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5fae16dd-7dab-4e65-8b21-dd9b7a2b76f7","Group","Staff List",,"Staff List",,"stafflist@cbww.com","True","stafflist",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f69bbc4c-ee68-4b66-bb43-47421dbbf4d8","Group","Brokers Only",,"Brokers Only",,"brokersonly@cbww.com","True","brokersonly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e3873340-b1b3-4d22-a4a5-7c4192797486","Group","CBWW Agent Notification",,"CBWW Agent Notification",,"CBWWAgentNotification@cbww.com","True","CBWWAgentNotification",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"088672f4-ec2d-4fd6-a328-d049bc94961b","Group","Staff Notification for Agent Changes",,"Staff Notification for Agent Changes",,"StaffNotificationforAgentChanges@cbww.com","True","StaffNotificationforAgentChanges",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a01ecbf5-305c-4153-8080-ae6094af3e64","Group","Community Involvement",,"Community Involvement",,"CommunityInvolvement@cbww.com","True","CommunityInvolvement",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"211338cb-620e-4805-8ea7-752fb3e47da9","Group","WT Staff",,"WT Staff",,"WTStaff@cbww.com","True","WTStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"3886237f-9c2c-4cce-b9f8-993aa56df9e1","Group","West Management",,"West Management",,"WestManagement@cbww.com","True","WestManagement",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"d4bd8848-1b02-4829-a8a1-01a6d97c08c1","Group","Virtual Launch Group-April-May2020",,"Virtual Launch Group-April-May2020",,"VirtualLaunchGroup-April-May2020@cbww.com","True","VirtualLaunchGroup-April-May2020",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"1c61cfbf-b250-4d59-be81-a8202a6445f9","Group","This team is for those of us who gather on Tuesdays.",,"Managers Only",,"ManagersOnly@cbww.com","True","ManagersOnly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e28048fe-b867-4bd7-8b38-6996be96f99e","Group","Brokers",,"Brokers",,"Brokers@cbww.com","True","Brokers",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"9c15d27a-c67d-4836-b588-0f5020678736","Group","Onboarding Brokers & Staff",,"Onboarding Brokers & Staff",,"OnboardingBrokersStaff@cbww.com","True","OnboardingBrokersStaff",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a9bb131f-1d26-4032-a9d8-6401b627bb0b","Group",,,"Hub",,"hub@cbww.com","True","hub",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"72499ddc-8152-46e2-ab8f-885c040f674c","Group","HUB & ACCOUNTING GROUP",,"HUB & ACCOUNTING GROUP",,"HUBACCOUNTINGGROUP@cbww.com","True","HUBACCOUNTINGGROUP",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"d1ddd995-c813-4354-90ba-1385efeaf462","Group","accounting",,"accounting",,"accounting@cbww.com","True","accounting",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"72499ddc-8152-46e2-ab8f-885c040f674c","Group","HUB & ACCOUNTING GROUP",,"HUB & ACCOUNTING GROUP",,"HUBACCOUNTINGGROUP@cbww.com","True","HUBACCOUNTINGGROUP",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e714e289-aa78-49f2-8f7d-5f2684842409","Group","Bearden Relocation Agents",,"Bearden Relocation Agents",,"beardenrelocationagents@cbww.com","True","beardenrelocationagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5fae16dd-7dab-4e65-8b21-dd9b7a2b76f7","Group","Staff List",,"Staff List",,"stafflist@cbww.com","True","stafflist",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"65adb373-5e9d-4a71-af68-f933aa50dfdc","Group",,,"Relocation@cbww.com",,"relo@cbww.com","True","relo",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"088672f4-ec2d-4fd6-a328-d049bc94961b","Group","Staff Notification for Agent Changes",,"Staff Notification for Agent Changes",,"StaffNotificationforAgentChanges@cbww.com","True","StaffNotificationforAgentChanges",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"6e2e0ac9-72ca-48e9-8a4a-db1cb5113d26","Group","Payroll",,"Payroll",,"Payroll@cbww.com","True","Payroll",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"00ac1855-a671-4596-b705-44905980ef41","Group","Just to keep in touch",,"Relo Friends",,"ReloFriends@cbww.com","True","ReloFriends",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"1c61cfbf-b250-4d59-be81-a8202a6445f9","Group","This team is for those of us who gather on Tuesdays.",,"Managers Only",,"ManagersOnly@cbww.com","True","ManagersOnly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5fae16dd-7dab-4e65-8b21-dd9b7a2b76f7","Group","Staff List",,"Staff List",,"stafflist@cbww.com","True","stafflist",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"088672f4-ec2d-4fd6-a328-d049bc94961b","Group","Staff Notification for Agent Changes",,"Staff Notification for Agent Changes",,"StaffNotificationforAgentChanges@cbww.com","True","StaffNotificationforAgentChanges",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"d1ddd995-c813-4354-90ba-1385efeaf462","Group","accounting",,"accounting",,"accounting@cbww.com","True","accounting",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"72499ddc-8152-46e2-ab8f-885c040f674c","Group","HUB & ACCOUNTING GROUP",,"HUB & ACCOUNTING GROUP",,"HUBACCOUNTINGGROUP@cbww.com","True","HUBACCOUNTINGGROUP",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f69bbc4c-ee68-4b66-bb43-47421dbbf4d8","Group","Brokers Only",,"Brokers Only",,"brokersonly@cbww.com","True","brokersonly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"f763aff5-4a00-424f-9b01-310fddfe4a45","Group","Team Site For Migration Updates",,"SharePoint Migration",,"SharePointMigration@cbww.com","True","SharePointMigration",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"1c61cfbf-b250-4d59-be81-a8202a6445f9","Group","This team is for those of us who gather on Tuesdays.",,"Managers Only",,"ManagersOnly@cbww.com","True","ManagersOnly",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"e28048fe-b867-4bd7-8b38-6996be96f99e","Group","Brokers",,"Brokers",,"Brokers@cbww.com","True","Brokers",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"a2aef3e2-2628-4b01-a22a-865bf2aab057","Group","New Agent Information",,"New Agent Group",,"NewAgentGroup@cbww.com","True","NewAgentGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"5316f63a-c0c8-463d-a5a6-81a64b6cada2","Group","Weekend Hotline",,"Weekend Hotline",,"WeekendHotline@cbww.com","True","WeekendHotline",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"58714d37-c666-487c-b3fb-6c51e945d722","Group","Log PM Group",,"Log PM Group",,"LogPMGroup@cbww.com","True","LogPMGroup",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"63f0c759-1186-4261-bdb9-c1501b5b5614","Group","Lakeagents",,"Lakeagents",,"Lakeagents@cbww.com","True","Lakeagents",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
,"09703da8-b949-4cb6-b37c-a4b2c821570e","Group","On Boarding",,"On Boarding",,"OnBoarding@cbww.com","True","OnBoarding",,"System.Collections.Generic.List`1[Microsoft.Open.AzureAD.Model.ProvisioningError]","System.Collections.Generic.List`1[System.String]","False"
